Price,LastUpdated
65.13,3/27/25 9:20
65.13,3/27/25 9:25
64.975,3/27/25 9:30
65.09,3/27/25 9:35
65.1086,3/27/25 9:40
65.2,3/27/25 9:45
65.24,3/27/25 9:50
65.3665,3/27/25 9:55
65.36,3/27/25 10:00
65.31,3/27/25 10:05
65.26,3/27/25 10:10
65.33,3/27/25 10:15
65.31,3/27/25 10:20
65.35,3/27/25 10:25
65.335,3/27/25 10:30
65.44,3/27/25 10:35
65.515,3/27/25 10:40
65.59,3/27/25 10:45
65.5495,3/27/25 10:50
65.495,3/27/25 10:55
65.53,3/27/25 11:00
65.59,3/27/25 11:05
65.68,3/27/25 11:10
65.724,3/27/25 11:15
65.625,3/27/25 11:20
65.64,3/27/25 11:25
65.59,3/27/25 11:30
65.62,3/27/25 11:35
65.64,3/27/25 11:40
65.65,3/27/25 11:45
65.52,3/27/25 11:50
65.43,3/27/25 11:55
65.4,3/27/25 12:00
65.36,3/27/25 12:05
65.345,3/27/25 12:10
65.38,3/27/25 12:15
65.38,3/27/25 12:20
65.3728,3/27/25 12:25
65.34,3/27/25 12:30
65.38,3/27/25 12:35
65.46,3/27/25 12:40
65.4494,3/27/25 12:45
65.35,3/27/25 12:50
65.285,3/27/25 12:55
65.28,3/27/25 13:00
65.27,3/27/25 13:05
65.31,3/27/25 13:10
65.345,3/27/25 13:15
65.36,3/27/25 13:20
65.11,3/27/25 13:25
65.14,3/27/25 13:30
65.18,3/27/25 13:35
65.165,3/27/25 13:40
65.195,3/27/25 13:45
65.0807,3/27/25 13:50
65.085,3/27/25 13:55
65.15,3/27/25 14:00
65.165,3/27/25 14:05
65.23,3/27/25 14:10
65.32,3/27/25 14:15
65.265,3/27/25 14:20
65.21,3/27/25 14:25
65.135,3/27/25 14:30
65.19,3/27/25 14:35
65.15,3/27/25 14:40
65.155,3/27/25 14:45
65.14,3/27/25 14:50
64.96,3/27/25 14:55
65.0102,3/27/25 15:00
65.03,3/27/25 15:05
65.06,3/27/25 15:10
65.16,3/27/25 15:15
65.14,3/27/25 15:20
65.16,3/27/25 15:25
65.13,3/27/25 15:30
65.15,3/27/25 15:35
65.19,3/27/25 15:40
65.27,3/27/25 15:45
65.265,3/27/25 15:50
65.15,3/27/25 15:55
65.47,3/27/25 16:00
65.18,3/27/25 16:05
65.18,3/27/25 16:10
65.18,3/27/25 16:35
65.2,3/27/25 17:35
65.46,3/27/25 17:45
65.46,3/27/25 18:00
65.43,3/27/25 18:05
65.4,3/27/25 18:15
65.7,3/27/25 18:20
65.7,3/27/25 18:25
65.44,3/27/25 18:30
65.4,3/27/25 18:45
65.46,3/27/25 18:50
65.48,3/27/25 19:00
65.66,3/27/25 19:10
65.45,3/27/25 19:20
65.45,3/27/25 19:40
65.45,3/27/25 19:45
65.22,3/28/25 4:00
64.8,3/28/25 4:15
64.71,3/28/25 4:25
64.61,3/28/25 4:30
64.74,3/28/25 5:30
64.66,3/28/25 5:35
64.54,3/28/25 5:50
64.51,3/28/25 6:10
64.5,3/28/25 7:00
64.46,3/28/25 7:05
64.51,3/28/25 7:20
64.56,3/28/25 7:25
64.67,3/28/25 7:35
64.6,3/28/25 7:45
64.59,3/28/25 7:50
64.58,3/28/25 7:55
64.64,3/28/25 8:00
64.65,3/28/25 8:05
64.61,3/28/25 8:10
64.59,3/28/25 8:15
64.53,3/28/25 8:30
64.47,3/28/25 8:35
64.45,3/28/25 8:40
64.47,3/28/25 8:45
64.49,3/28/25 8:55
64.3,3/28/25 9:00
64.48,3/28/25 9:05
64.48,3/28/25 9:10
64.56,3/28/25 9:15
64.57,3/28/25 9:25
64.45,3/28/25 9:30
64.362,3/28/25 9:35
64.2614,3/28/25 9:40
64.2757,3/28/25 9:45
64.37,3/28/25 9:50
64.32,3/28/25 9:55
64.36,3/28/25 10:00
64.41,3/28/25 10:05
64.31,3/28/25 10:10
64.26,3/28/25 10:15
64.4,3/28/25 10:20
64.37,3/28/25 10:25
64.26,3/28/25 10:30
64.28,3/28/25 10:35
64.37,3/28/25 10:40
64.34,3/28/25 10:45
64.37,3/28/25 10:50
64.325,3/28/25 10:55
64.295,3/28/25 11:00
64.35,3/28/25 11:05
64.39,3/28/25 11:10
64.46,3/28/25 11:15
64.51,3/28/25 11:20
64.52,3/28/25 11:25
64.53,3/28/25 11:30
64.54,3/28/25 11:35
64.39,3/28/25 11:40
64.32,3/28/25 11:45
64.29,3/28/25 11:50
64.24,3/28/25 11:55
64.25,3/28/25 12:00
64.27,3/28/25 12:05
64.03,3/28/25 12:10
64.03,3/28/25 12:15
64.09,3/28/25 12:20
64.09,3/28/25 12:25
64.13,3/28/25 12:30
64.23,3/28/25 12:35
64.265,3/28/25 12:40
64.21,3/28/25 12:45
64.17,3/28/25 12:50
64.105,3/28/25 12:55
64.0916,3/28/25 13:00
64.085,3/28/25 13:05
64.0722,3/28/25 13:10
64.07,3/28/25 13:15
64.055,3/28/25 13:20
63.96,3/28/25 13:25
64,3/28/25 13:30
64.065,3/28/25 13:35
64.07,3/28/25 13:40
64.08,3/28/25 13:45
64.12,3/28/25 13:50
64.08,3/28/25 13:55
64.115,3/28/25 14:00
64.14,3/28/25 14:05
64.12,3/28/25 14:10
64.17,3/28/25 14:15
64.212,3/28/25 14:20
64.16,3/28/25 14:25
64.195,3/28/25 14:30
64.165,3/28/25 14:35
64.21,3/28/25 14:40
64.23,3/28/25 14:45
64.18,3/28/25 14:50
64.21,3/28/25 14:55
64.24,3/28/25 15:00
64.255,3/28/25 15:05
64.26,3/28/25 15:10
64.215,3/28/25 15:15
64.2625,3/28/25 15:20
64.26,3/28/25 15:25
64.22,3/28/25 15:30
64.28,3/28/25 15:35
64.27,3/28/25 15:40
64.32,3/28/25 15:45
64.345,3/28/25 15:50
64.15,3/28/25 15:55
64.15,3/28/25 16:00
64.15,3/28/25 16:05
65.7913,3/28/25 16:10
64.51,3/28/25 16:25
64.51,3/28/25 16:50
63.31,3/28/25 17:55
64.15,3/28/25 18:25
64.15,3/28/25 18:30
64.15,3/28/25 18:35
64.15,3/28/25 19:00
64.15,3/31/25 4:00
64.15,3/31/25 4:05
63.92,3/31/25 4:35
64.09,3/31/25 4:50
64.03,3/31/25 5:10
63.9,3/31/25 5:40
63.85,3/31/25 5:50
63.72,3/31/25 6:05
63.7,3/31/25 6:15
63.71,3/31/25 6:40
63.6,3/31/25 7:00
63.62,3/31/25 7:10
63.74,3/31/25 7:40
63.78,3/31/25 7:45
63.71,3/31/25 8:00
63.7093,3/31/25 8:15
63.75,3/31/25 8:20
63.7,3/31/25 8:25
63.72,3/31/25 8:30
63.8,3/31/25 8:35
63.7506,3/31/25 8:40
63.72,3/31/25 8:50
63.7,3/31/25 8:55
63.7102,3/31/25 9:00
63.7436,3/31/25 9:10
63.77,3/31/25 9:25
63.91,3/31/25 9:30
64.07,3/31/25 9:35
63.91,3/31/25 9:40
64.0028,3/31/25 9:45
64.15,3/31/25 9:50
64.3,3/31/25 9:55
64.3,3/31/25 10:00
64.26,3/31/25 10:05
64.285,3/31/25 10:10
64.34,3/31/25 10:15
64.26,3/31/25 10:20
64.3054,3/31/25 10:25
64.45,3/31/25 10:30
64.52,3/31/25 10:35
64.48,3/31/25 10:40
64.47,3/31/25 10:45
64.555,3/31/25 10:50
64.56,3/31/25 10:55
64.59,3/31/25 11:00
64.56,3/31/25 11:05
64.6217,3/31/25 11:10
64.62,3/31/25 11:15
64.59,3/31/25 11:20
64.54,3/31/25 11:25
64.53,3/31/25 11:30
64.6,3/31/25 11:35
64.5418,3/31/25 11:40
64.62,3/31/25 11:45
64.56,3/31/25 11:50
64.59,3/31/25 11:55
64.63,3/31/25 12:00
64.605,3/31/25 12:05
64.67,3/31/25 12:10
64.685,3/31/25 12:15
64.655,3/31/25 12:20
64.7,3/31/25 12:25
64.73,3/31/25 12:30
64.835,3/31/25 12:35
64.93,3/31/25 12:40
65.02,3/31/25 12:45
64.955,3/31/25 12:50
64.8215,3/31/25 12:55
64.75,3/31/25 13:00
64.76,3/31/25 13:05
64.7,3/31/25 13:10
64.56,3/31/25 13:15
64.53,3/31/25 13:20
64.54,3/31/25 13:25
64.63,3/31/25 13:30
64.585,3/31/25 13:35
64.49,3/31/25 13:40
64.45,3/31/25 13:45
64.54,3/31/25 13:50
64.44,3/31/25 13:55
64.52,3/31/25 14:00
64.63,3/31/25 14:05
64.55,3/31/25 14:10
64.63,3/31/25 14:15
64.61,3/31/25 14:20
64.57,3/31/25 14:25
64.645,3/31/25 14:30
64.55,3/31/25 14:35
64.5725,3/31/25 14:40
64.6,3/31/25 14:45
64.63,3/31/25 14:50
64.5786,3/31/25 14:55
64.67,3/31/25 15:00
64.67,3/31/25 15:05
64.7,3/31/25 15:10
64.68,3/31/25 15:15
64.75,3/31/25 15:20
64.66,3/31/25 15:25
64.71,3/31/25 15:30
64.705,3/31/25 15:35
64.86,3/31/25 15:40
64.84,3/31/25 15:45
64.84,3/31/25 15:50
64.69,3/31/25 15:55
64.69,3/31/25 16:00
64.69,3/31/25 16:05
64.69,3/31/25 16:10
64.67,3/31/25 16:40
64.67,3/31/25 16:55
64.67,3/31/25 17:25
64.69,3/31/25 17:40
64.76,3/31/25 17:55
64.75,3/31/25 18:05
64.69,3/31/25 18:30
64.69,3/31/25 19:00
64.99,3/31/25 19:10
64.47,4/1/25 4:00
64.47,4/1/25 4:05
64.46,4/1/25 4:20
64.52,4/1/25 4:25
64.43,4/1/25 4:35
64.6,4/1/25 5:40
64.47,4/1/25 6:00
64.45,4/1/25 6:05
64.26,4/1/25 6:10
64.36,4/1/25 6:20
64.31,4/1/25 6:25
64.25,4/1/25 6:30
64.3,4/1/25 6:35
64.26,4/1/25 7:00
64.12,4/1/25 7:10
64.14,4/1/25 7:15
64.1,4/1/25 7:20
64,4/1/25 7:35
64,4/1/25 7:55
64.5419,4/1/25 8:00
64.14,4/1/25 8:15
64.11,4/1/25 8:20
64.69,4/1/25 8:25
64.69,4/1/25 8:35
64.5419,4/1/25 8:40
64.07,4/1/25 8:50
64.09,4/1/25 8:55
64.06,4/1/25 9:00
64.01,4/1/25 9:10
64.09,4/1/25 9:20
64.14,4/1/25 9:25
64.03,4/1/25 9:30
64.08,4/1/25 9:35
63.945,4/1/25 9:40
63.9785,4/1/25 9:45
64.0648,4/1/25 9:50
64.03,4/1/25 9:55
63.9247,4/1/25 10:00
63.96,4/1/25 10:05
63.815,4/1/25 10:10
63.86,4/1/25 10:15
63.84,4/1/25 10:20
63.82,4/1/25 10:25
63.89,4/1/25 10:30
63.9585,4/1/25 10:35
64,4/1/25 10:40
64,4/1/25 10:45
64.06,4/1/25 10:50
64.09,4/1/25 10:55
64.19,4/1/25 11:00
64.18,4/1/25 11:05
64.27,4/1/25 11:10
64.29,4/1/25 11:15
64.34,4/1/25 11:20
64.25,4/1/25 11:25
64.31,4/1/25 11:30
64.2681,4/1/25 11:35
64.3228,4/1/25 11:40
64.325,4/1/25 11:45
64.26,4/1/25 11:50
64.265,4/1/25 11:55
64.31,4/1/25 12:00
64.33,4/1/25 12:05
64.3293,4/1/25 12:10
64.37,4/1/25 12:15
64.34,4/1/25 12:20
64.28,4/1/25 12:25
64.1918,4/1/25 12:30
64.185,4/1/25 12:35
64.27,4/1/25 12:40
64.28,4/1/25 12:45
64.365,4/1/25 12:50
64.37,4/1/25 12:55
64.33,4/1/25 13:00
64.29,4/1/25 13:05
64.26,4/1/25 13:10
64.185,4/1/25 13:15
64.18,4/1/25 13:20
64.1899,4/1/25 13:25
64.195,4/1/25 13:30
64.25,4/1/25 13:35
64.215,4/1/25 13:40
64.26,4/1/25 13:45
64.275,4/1/25 13:50
64.2725,4/1/25 13:55
64.22,4/1/25 14:00
64.205,4/1/25 14:05
64.195,4/1/25 14:10
64.13,4/1/25 14:15
64.12,4/1/25 14:20
64.11,4/1/25 14:25
64.15,4/1/25 14:30
64.085,4/1/25 14:35
64.13,4/1/25 14:40
64.06,4/1/25 14:45
64.0997,4/1/25 14:50
64.124,4/1/25 14:55
64.185,4/1/25 15:00
64.14,4/1/25 15:05
64.16,4/1/25 15:10
64.185,4/1/25 15:15
64.335,4/1/25 15:20
64.31,4/1/25 15:25
64.4,4/1/25 15:30
64.405,4/1/25 15:35
64.43,4/1/25 15:40
64.485,4/1/25 15:45
64.49,4/1/25 15:50
64.52,4/1/25 15:55
64.49,4/1/25 16:00
64.49,4/1/25 16:05
64.49,4/1/25 16:10
64.45,4/1/25 16:20
65.5713,4/1/25 18:30
64.4502,4/1/25 18:35
64.49,4/1/25 19:00
64.49,4/1/25 19:40
63.94,4/2/25 4:00
63.96,4/2/25 4:10
64.02,4/2/25 4:15
64.25,4/2/25 4:35
64.29,4/2/25 4:45
64.34,4/2/25 4:55
64.38,4/2/25 5:15
64.35,4/2/25 5:20
64.28,4/2/25 6:00
64.28,4/2/25 6:25
64.24,4/2/25 7:00
64.24,4/2/25 7:30
64.16,4/2/25 7:35
64.2,4/2/25 7:40
64.18,4/2/25 7:50
64.49,4/2/25 8:00
64.07,4/2/25 8:20
64.0836,4/2/25 8:30
64.21,4/2/25 8:35
64.18,4/2/25 8:50
64.18,4/2/25 9:00
64.29,4/2/25 9:05
64.1701,4/2/25 9:15
64.19,4/2/25 9:25
64.19,4/2/25 9:30
64.18,4/2/25 9:35
64.07,4/2/25 9:40
63.98,4/2/25 9:45
63.93,4/2/25 9:50
64.06,4/2/25 9:55
64.1,4/2/25 10:00
64.225,4/2/25 10:05
64.22,4/2/25 10:10
64.29,4/2/25 10:15
64.155,4/2/25 10:20
64.15,4/2/25 10:25
64.2,4/2/25 10:30
64.26,4/2/25 10:35
64.27,4/2/25 10:40
64.31,4/2/25 10:45
64.39,4/2/25 10:50
64.405,4/2/25 10:55
64.41,4/2/25 11:00
64.395,4/2/25 11:05
64.365,4/2/25 11:10
64.35,4/2/25 11:15
64.4,4/2/25 11:20
64.39,4/2/25 11:25
64.53,4/2/25 11:30
64.47,4/2/25 11:35
64.45,4/2/25 11:40
64.38,4/2/25 11:45
64.305,4/2/25 11:50
64.27,4/2/25 11:55
64.295,4/2/25 12:00
64.314,4/2/25 12:05
64.39,4/2/25 12:10
64.3,4/2/25 12:15
64.33,4/2/25 12:20
64.365,4/2/25 12:25
64.33,4/2/25 12:30
64.27,4/2/25 12:35
64.28,4/2/25 12:40
64.34,4/2/25 12:45
64.35,4/2/25 12:50
64.3,4/2/25 12:55
64.265,4/2/25 13:00
64.31,4/2/25 13:05
64.35,4/2/25 13:10
64.345,4/2/25 13:15
64.3799,4/2/25 13:20
64.425,4/2/25 13:25
64.35,4/2/25 13:30
64.3,4/2/25 13:35
64.23,4/2/25 13:40
64.2,4/2/25 13:45
64.225,4/2/25 13:50
64.29,4/2/25 13:55
64.32,4/2/25 14:00
64.31,4/2/25 14:05
64.3,4/2/25 14:10
64.255,4/2/25 14:15
64.21,4/2/25 14:20
64.19,4/2/25 14:25
64.255,4/2/25 14:30
64.4,4/2/25 14:35
64.38,4/2/25 14:40
64.35,4/2/25 14:45
64.32,4/2/25 14:50
64.2,4/2/25 14:55
64.31,4/2/25 15:00
64.3395,4/2/25 15:05
64.28,4/2/25 15:10
64.27,4/2/25 15:15
64.325,4/2/25 15:20
64.27,4/2/25 15:25
64.3,4/2/25 15:30
64.305,4/2/25 15:35
64.37,4/2/25 15:40
64.465,4/2/25 15:45
64.47,4/2/25 15:50
64.4,4/2/25 15:55
64.4,4/2/25 16:00
64.4,4/2/25 16:05
64.42,4/2/25 16:10
64.42,4/2/25 16:25
64.42,4/2/25 16:35
64,4/2/25 17:15
63.87,4/2/25 17:50
63.8,4/2/25 18:00
63.4263,4/2/25 18:10
63.409,4/2/25 18:20
64.4,4/2/25 18:30
63.2857,4/2/25 18:35
63.2332,4/2/25 18:50
64.4,4/2/25 19:00
63.74,4/2/25 19:25
63.5,4/2/25 19:30
64.55,4/3/25 4:00
64.58,4/3/25 4:10
64.56,4/3/25 4:25
64.62,4/3/25 4:30
64.69,4/3/25 4:35
64.64,4/3/25 4:40
64.63,4/3/25 4:45
64.45,4/3/25 5:05
64.54,4/3/25 5:10
64.53,4/3/25 5:15
64.53,4/3/25 5:20
64.34,4/3/25 5:30
64.45,4/3/25 5:35
64.42,4/3/25 5:40
64.32,4/3/25 5:45
64.35,4/3/25 5:50
64.19,4/3/25 6:00
64.35,4/3/25 6:05
64.76,4/3/25 6:10
64.6,4/3/25 6:15
64.4,4/3/25 6:25
64.1,4/3/25 6:30
64.01,4/3/25 6:35
63.9,4/3/25 6:45
63.79,4/3/25 6:50
63.74,4/3/25 6:55
63.81,4/3/25 7:05
63.78,4/3/25 7:15
63.66,4/3/25 7:20
63.42,4/3/25 7:25
63.25,4/3/25 7:30
63.18,4/3/25 7:35
63.22,4/3/25 7:40
63.27,4/3/25 7:45
63.15,4/3/25 7:50
63.17,4/3/25 7:55
63.3,4/3/25 8:00
63.36,4/3/25 8:05
63.25,4/3/25 8:15
63.19,4/3/25 8:20
63.15,4/3/25 8:25
63.22,4/3/25 8:30
63.24,4/3/25 8:35
64.4,4/3/25 8:40
63.13,4/3/25 8:45
63.12,4/3/25 8:50
62.97,4/3/25 8:55
62.92,4/3/25 9:00
62.87,4/3/25 9:05
62.97,4/3/25 9:10
62.88,4/3/25 9:20
62.81,4/3/25 9:25
63.065,4/3/25 9:30
62.975,4/3/25 9:35
63.07,4/3/25 9:40
62.95,4/3/25 9:45
62.59,4/3/25 9:50
62.57,4/3/25 9:55
62.41,4/3/25 10:00
62.46,4/3/25 10:05
62.65,4/3/25 10:10
62.895,4/3/25 10:15
63.06,4/3/25 10:20
63.02,4/3/25 10:25
62.79,4/3/25 10:30
62.81,4/3/25 10:35
62.89,4/3/25 10:40
62.8,4/3/25 10:45
62.91,4/3/25 10:50
62.76,4/3/25 10:55
62.82,4/3/25 11:00
62.685,4/3/25 11:05
62.63,4/3/25 11:10
62.61,4/3/25 11:15
62.595,4/3/25 11:20
62.6,4/3/25 11:25
62.605,4/3/25 11:30
62.525,4/3/25 11:35
62.68,4/3/25 11:40
62.625,4/3/25 11:45
62.59,4/3/25 11:50
62.595,4/3/25 11:55
62.4501,4/3/25 12:00
62.63,4/3/25 12:05
62.64,4/3/25 12:10
62.59,4/3/25 12:15
62.655,4/3/25 12:20
62.655,4/3/25 12:25
62.63,4/3/25 12:30
62.61,4/3/25 12:35
62.57,4/3/25 12:40
62.67,4/3/25 12:45
62.66,4/3/25 12:50
62.59,4/3/25 12:55
62.51,4/3/25 13:00
62.44,4/3/25 13:05
62.38,4/3/25 13:10
62.4375,4/3/25 13:15
62.475,4/3/25 13:20
62.43,4/3/25 13:25
62.455,4/3/25 13:30
62.505,4/3/25 13:35
62.585,4/3/25 13:40
62.565,4/3/25 13:45
62.585,4/3/25 13:50
62.52,4/3/25 13:55
62.355,4/3/25 14:00
62.245,4/3/25 14:05
62.347,4/3/25 14:10
62.405,4/3/25 14:15
62.43,4/3/25 14:20
62.38,4/3/25 14:25
62.21,4/3/25 14:30
62.26,4/3/25 14:35
62.35,4/3/25 14:40
62.425,4/3/25 14:45
62.345,4/3/25 14:50
62.315,4/3/25 14:55
62.33,4/3/25 15:00
62.365,4/3/25 15:05
62.3,4/3/25 15:10
62.285,4/3/25 15:15
62.2599,4/3/25 15:20
62.26,4/3/25 15:25
62.03,4/3/25 15:30
62.09,4/3/25 15:35
61.99,4/3/25 15:40
61.9,4/3/25 15:45
61.9754,4/3/25 15:50
62.12,4/3/25 15:55
62.09,4/3/25 16:00
62.09,4/3/25 16:05
61.84,4/3/25 16:10
62.25,4/3/25 16:35
61.9,4/3/25 16:50
62.0001,4/3/25 17:00
62.0001,4/3/25 17:05
62.01,4/3/25 17:10
62.01,4/3/25 17:15
63.655,4/3/25 17:50
62,4/3/25 17:55
62.25,4/3/25 18:05
62.05,4/3/25 18:25
62.09,4/3/25 18:30
62.2499,4/3/25 18:50
62.0086,4/3/25 18:55
62.25,4/3/25 19:00
